,year,essay_number,essay_ID,essay_version,ground_truth,pyramid_name,output_vector,identifier,is_file_found,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8
1888,2023.0,2.0,6459950f94c9f2071335ed65_R,R,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2R0,True,1,1,1,0,1,1,1,1
1889,2023.0,2.0,6459950f94c9f2071335ed69,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '1']",2O0,True,0,1,0,1,1,0,0,1
1890,2023.0,2.0,6459950f94c9f2071335ed6d,O,0.0,20231029.0,"['0', '0', '0', '0', '0', '0', '0', '0']",2O0,True,0,0,0,0,0,0,0,0
1891,2023.0,2.0,6459951094c9f2071335ed71,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '0']",2O0,True,1,1,1,1,1,0,1,0
1892,2023.0,2.0,6459951094c9f2071335ed71_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '0']",2R0,True,1,1,0,1,1,0,1,0
1893,2023.0,2.0,6459951094c9f2071335ed75,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1894,2023.0,2.0,6459951094c9f2071335ed75_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1897,2023.0,2.0,6459951294c9f2071335ed8d,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '0']",2O0,True,1,1,0,1,1,1,1,0
1899,2023.0,2.0,6459951294c9f2071335ed91,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1901,2023.0,2.0,6459951294c9f2071335ed95,O,0.0,20231029.0,"['1', '0', '1', '0', '1', '1', '1', '1']",2O0,True,1,0,1,0,1,1,1,1
1902,2023.0,2.0,6459951294c9f2071335ed95_R,R,0.0,20231029.0,"['1', '0', '1', '0', '1', '1', '1', '1']",2R0,True,1,0,1,0,1,1,1,1
1903,2023.0,2.0,6459951394c9f2071335ed9d,O,0.0,20231029.0,"['1', '0', '1', '1', '1', '0', '1', '0']",2O0,True,1,0,1,1,1,0,1,0
1904,2023.0,2.0,6459951394c9f2071335ed9d_R,R,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '1', '1']",2R0,True,1,1,1,0,1,0,1,1
1905,2023.0,2.0,6459951394c9f2071335eda1,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '0']",2O0,True,0,1,0,1,1,0,0,0
1906,2023.0,2.0,6459951394c9f2071335eda1_R,R,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '0']",2R0,True,0,1,0,1,1,0,0,0
1908,2023.0,2.0,6459951494c9f2071335eda9,O,0.0,20231029.0,"['1', '0', '0', '1', '0', '0', '0', '0']",2O0,True,1,0,0,1,0,0,0,0
1909,2023.0,2.0,6459951494c9f2071335eda9_R,R,0.0,20231029.0,"['1', '0', '0', '1', '0', '0', '0', '0']",2R0,True,1,0,0,1,0,0,0,0
1910,2023.0,2.0,6459951594c9f2071335edb1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1912,2023.0,2.0,6459951594c9f2071335edb5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '0', '0']",2O0,True,1,1,1,1,1,0,0,0
1913,2023.0,2.0,6459951594c9f2071335edb9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2O0,True,1,1,1,1,1,1,0,1
1915,2023.0,2.0,6459951694c9f2071335edc9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1916,2023.0,2.0,6459951694c9f2071335edc9_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1917,2023.0,2.0,6459951794c9f2071335edcd,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '0']",2O0,True,1,1,1,1,1,1,0,0
1919,2023.0,2.0,6459951794c9f2071335edd1,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1920,2023.0,2.0,6459951794c9f2071335edd1_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1921,2023.0,2.0,6459951794c9f2071335edd5,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '0']",2O0,True,1,1,0,1,1,0,1,0
1922,2023.0,2.0,6459951894c9f2071335edd9,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2O0,True,1,1,1,1,1,1,1,0
1923,2023.0,2.0,6459951894c9f2071335ede1,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '0', '0']",2O0,True,1,1,1,0,1,0,0,0
1925,2023.0,2.0,6459951994c9f2071335ede5,O,0.0,20231029.0,"['0', '1', '0', '1', '1', '0', '0', '1']",2O0,True,0,1,0,1,1,0,0,1
1927,2023.0,2.0,6459951994c9f2071335edf1_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1928,2023.0,2.0,6459951a94c9f2071335edf5,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1929,2023.0,2.0,6459951a94c9f2071335edf5_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1931,2023.0,2.0,6459951b94c9f2071335ee05_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1932,2023.0,2.0,6459951c94c9f2071335ee0d,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2O0,True,1,0,0,1,1,0,1,1
1933,2023.0,2.0,6459951c94c9f2071335ee0d_R,R,0.0,20231029.0,"['1', '0', '1', '1', '1', '1', '0', '1']",2R0,True,1,0,1,1,1,1,0,1
1934,2023.0,2.0,6459951c94c9f2071335ee11,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1935,2023.0,2.0,6459951c94c9f2071335ee11_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1936,2023.0,2.0,6459951c94c9f2071335ee15,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1938,2023.0,2.0,6459951d94c9f2071335ee19,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1939,2023.0,2.0,6459951d94c9f2071335ee1d,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '1', '1']",2O0,True,1,0,0,1,1,1,1,1
1940,2023.0,2.0,6459951d94c9f2071335ee21,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '1', '0', '1']",2O0,True,1,0,0,1,1,1,0,1
1941,2023.0,2.0,6459951d94c9f2071335ee21_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '0', '1']",2R0,True,1,1,1,1,1,1,0,1
1943,2023.0,2.0,6459951e94c9f2071335ee29,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1944,2023.0,2.0,6459951e94c9f2071335ee2d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1945,2023.0,2.0,6459951e94c9f2071335ee2d_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1946,2023.0,2.0,6459951e94c9f2071335ee31,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '0', '1']",2O0,True,0,1,1,1,1,0,0,1
1947,2023.0,2.0,6459951e94c9f2071335ee31_R,R,0.0,20231029.0,"['0', '1', '0', '1', '1', '1', '0', '1']",2R0,True,0,1,0,1,1,1,0,1
1948,2023.0,2.0,6459951f94c9f2071335ee39,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '1', '1', '0']",2O0,True,0,0,1,0,1,1,1,0
1949,2023.0,2.0,6459952094c9f2071335ee41,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2O0,True,1,0,0,1,1,0,1,1
1950,2023.0,2.0,6459952094c9f2071335ee45,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1951,2023.0,2.0,6459952094c9f2071335ee45_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1952,2023.0,2.0,6459952194c9f2071335ee4d,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '0']",2O0,True,1,1,1,1,1,0,1,0
1953,2023.0,2.0,6459952194c9f2071335ee55,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1954,2023.0,2.0,6459952194c9f2071335ee55_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1955,2023.0,2.0,6459952294c9f2071335ee59,O,0.0,20231029.0,"['1', '0', '1', '0', '1', '1', '1', '1']",2O0,True,1,0,1,0,1,1,1,1
1956,2023.0,2.0,6459952294c9f2071335ee59_R,R,0.0,20231029.0,"['1', '0', '1', '0', '1', '1', '1', '1']",2R0,True,1,0,1,0,1,1,1,1
1957,2023.0,2.0,6459952294c9f2071335ee5d,O,0.0,20231029.0,"['0', '1', '0', '0', '0', '0', '0', '1']",2O0,True,0,1,0,0,0,0,0,1
1958,2023.0,2.0,6459952294c9f2071335ee5d_R,R,0.0,20231029.0,"['0', '1', '0', '1', '0', '0', '0', '1']",2R0,True,0,1,0,1,0,0,0,1
1959,2023.0,2.0,6459952294c9f2071335ee61,O,0.0,20231029.0,"['1', '0', '1', '0', '1', '1', '0', '0']",2O0,True,1,0,1,0,1,1,0,0
1961,2023.0,2.0,6459952394c9f2071335ee65,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1962,2023.0,2.0,6459952394c9f2071335ee65_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
1963,2023.0,2.0,645995fd94c9f2071336163c,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '0', '1']",2O0,True,0,1,0,0,1,0,0,1
1964,2023.0,2.0,645995fd94c9f2071336163c_R,R,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '0', '1']",2R0,True,0,1,0,0,1,0,0,1
1965,2023.0,2.0,645995ff94c9f20713361650,O,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2O0,True,1,0,0,1,1,0,1,1
1966,2023.0,2.0,645995ff94c9f20713361650_R,R,0.0,20231029.0,"['1', '0', '0', '1', '1', '0', '1', '1']",2R0,True,1,0,0,1,1,0,1,1
1967,2023.0,2.0,645995ff94c9f20713361654,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '1', '1', '0']",2O0,True,0,0,0,0,1,1,1,0
1968,2023.0,2.0,645995ff94c9f20713361658,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1969,2023.0,2.0,645995ff94c9f20713361658_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2R0,True,1,1,0,1,1,0,1,1
1970,2023.0,2.0,6459960094c9f2071336165c,O,0.0,20231029.0,"['1', '1', '1', '1', '0', '0', '0', '0']",2O0,True,1,1,1,1,0,0,0,0
1971,2023.0,2.0,6459960094c9f2071336165c_R,R,0.0,20231029.0,"['1', '1', '1', '1', '0', '0', '0', '0']",2R0,True,1,1,1,1,0,0,0,0
1972,2023.0,2.0,6459960094c9f20713361664,O,0.0,20231029.0,"['0', '0', '0', '0', '0', '0', '0', '0']",2O0,True,0,0,0,0,0,0,0,0
1973,2023.0,2.0,6459960194c9f20713361670,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '1', '1']",2O0,True,1,1,0,1,1,0,1,1
1974,2023.0,2.0,6459960294c9f20713361674,O,0.0,20231029.0,"['0', '1', '1', '1', '1', '0', '0', '1']",2O0,True,0,1,1,1,1,0,0,1
1975,2023.0,2.0,6459960394c9f20713361680,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '0']",2O0,True,1,1,1,1,1,0,1,0
1977,2023.0,2.0,6459960494c9f20713361688,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
1978,2023.0,2.0,6459960494c9f20713361688_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1980,2023.0,2.0,6459960494c9f20713361694_R,R,0.0,20231029.0,"['1', '0', '0', '0', '1', '0', '1', '0']",2R0,True,1,0,0,0,1,0,1,0
1981,2023.0,2.0,6459960594c9f20713361698,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
1982,2023.0,2.0,6459960594c9f2071336169c,O,0.0,20231029.0,"['1', '1', '1', '1', '0', '0', '1', '1']",2O0,True,1,1,1,1,0,0,1,1
1983,2023.0,2.0,6459960894c9f207133616c0,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '0', '0']",2O0,True,1,1,0,0,1,1,0,0
1984,2023.0,2.0,6459960994c9f207133616c8,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2O0,True,1,1,1,1,1,1,1,0
1985,2023.0,2.0,6459960994c9f207133616cc,O,0.0,20231029.0,"['0', '0', '1', '1', '1', '0', '1', '1']",2O0,True,0,0,1,1,1,0,1,1
1986,2023.0,2.0,6459960a94c9f207133616d0,O,0.0,20231029.0,"['1', '1', '0', '1', '0', '0', '0', '0']",2O0,True,1,1,0,1,0,0,0,0
1987,2023.0,2.0,6459960a94c9f207133616d0_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '1', '0', '1']",2R0,True,1,1,0,0,1,1,0,1
1988,2023.0,2.0,6459960b94c9f207133616dc,O,0.0,20231029.0,"['0', '0', '0', '0', '0', '0', '0', '0']",2O0,True,0,0,0,0,0,0,0,0
1989,2023.0,2.0,6459960b94c9f207133616dc_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '1']",2R0,True,1,1,0,0,1,0,0,1
1990,2023.0,2.0,6459960d94c9f207133616ec,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2O0,True,1,1,0,1,1,1,0,1
1991,2023.0,2.0,6459960d94c9f207133616ec_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
1992,2023.0,2.0,6459960d94c9f207133616f4,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '1', '1', '1']",2O0,True,0,0,1,0,1,1,1,1
1993,2023.0,2.0,6459960e94c9f207133616f8,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '1', '0']",2O0,True,1,1,0,0,1,0,1,0
1994,2023.0,2.0,6459960e94c9f207133616f8_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '0']",2R0,True,1,1,1,1,1,1,1,0
1995,2023.0,2.0,6459960e94c9f207133616fc,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
1997,2023.0,2.0,6459960f94c9f20713361708,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '0']",2O0,True,1,1,0,0,1,0,0,0
1998,2023.0,2.0,6459960f94c9f20713361708_R,R,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '0']",2R0,True,1,1,0,0,1,0,0,0
1999,2023.0,2.0,6459960f94c9f2071336170c,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '0', '1']",2O0,True,1,1,0,1,1,1,0,1
2000,2023.0,2.0,6459960f94c9f2071336170c_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2R0,True,1,1,0,1,1,1,1,1
2002,2023.0,2.0,6459961194c9f2071336171c_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
2003,2023.0,2.0,6459961294c9f20713361728,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2O0,True,1,1,1,1,1,1,1,1
2004,2023.0,2.0,6459961294c9f20713361728_R,R,0.0,20231029.0,"['1', '1', '1', '1', '1', '1', '1', '1']",2R0,True,1,1,1,1,1,1,1,1
2005,2023.0,2.0,6459961294c9f20713361734,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '1', '1']",2O0,True,1,1,1,0,1,1,1,1
2006,2023.0,2.0,6459961394c9f20713361740,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '0', '1']",2O0,True,1,1,0,1,1,0,0,1
2007,2023.0,2.0,6459961394c9f20713361740_R,R,0.0,20231029.0,"['1', '1', '0', '1', '1', '0', '0', '1']",2R0,True,1,1,0,1,1,0,0,1
2008,2023.0,2.0,6459961594c9f20713361754,O,0.0,20231029.0,"['0', '0', '0', '0', '1', '0', '0', '0']",2O0,True,0,0,0,0,1,0,0,0
2009,2023.0,2.0,6459961594c9f20713361758,O,0.0,20231029.0,"['1', '1', '0', '1', '1', '1', '1', '1']",2O0,True,1,1,0,1,1,1,1,1
2010,2023.0,2.0,6459961694c9f20713361768,O,0.0,20231029.0,"['1', '1', '1', '1', '1', '0', '1', '1']",2O0,True,1,1,1,1,1,0,1,1
2011,2023.0,2.0,6459961794c9f20713361770,O,0.0,20231029.0,"['1', '1', '0', '0', '1', '0', '0', '1']",2O0,True,1,1,0,0,1,0,0,1
2014,2023.0,2.0,6459961994c9f2071336178c,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '0', '1', '1']",2O0,True,1,1,1,0,1,0,1,1
2015,2023.0,2.0,6459961a94c9f20713361798,O,0.0,20231029.0,"['0', '0', '1', '0', '1', '0', '1', '1']",2O0,True,0,0,1,0,1,0,1,1
2016,2023.0,2.0,6459961c94c9f207133617ac,O,0.0,20231029.0,"['1', '1', '1', '0', '1', '1', '0', '1']",2O0,True,1,1,1,0,1,1,0,1
2017,2023.0,2.0,6459961c94c9f207133617b0,O,0.0,20231029.0,"['0', '1', '0', '0', '1', '0', '1', '1']",2O0,True,0,1,0,0,1,0,1,1
